id,cod_dep,year,depa,geo_area,coord_x,coord_y,area_k,pob,atenciones,morbilidad,t_morbi,tot_tb_new,t_incidencia,tbp_to_new,t_tbp_new,to_tbp_bkp,t_incid_tbp_bkp,fall_tb,t_mortalidad,t_letalidad,sr_i,sr_e,sr_e_bkp,sr_dx_tb_bkpn,sri_atenciones,ser_sri,positividad_sre,tb_extrapul,contact_cen,contac_exam,p_cont_exam,contac_tb,p_contac_tb,contac_tb_bk,contac_tb_mdr_exam,contac_tb_mdr_exam_con_tb,cont_19_cen_px_bk,cont_19_con_quimio,qumio_pac_vih,tb_vih,tasa_tb_vih,tb_vih_nuevos,tasa_tb_vih_nuevos,tb_vih_pulm,tasa_tb_vih_pulm,tb_vih_antes_tratado,tasa_tb_vih_antes_tratado,tb_mdr,tb_xdr,t_mdr,t_xdr,Individ_tx,Estand_tx,Emp_tx,total_retra,gestante,trabajador_salud,diabetes,lab_bk
120,9,1997,Huancavelica,Highland,-75.0027704,-13.02403918,21871.04,408207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
121,9,1998,Huancavelica,Highland,-75.0027704,-13.02403918,21871.04,408207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,,,
122,9,1999,Huancavelica,Highland,-75.0027704,-13.02403918,21871.04,414893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,,,
123,9,2000,Huancavelica,Highland,-75.0027704,-13.02403918,21871.04,431088,,156.00,36.19,135.00,31.32,118.00,27.37,99.00,22.97,4.00,0.93,2.56,19618.00,19561.00,104.00,116.00,,99.71,0.53,17.00,,855.00,,,,,,,,315.00,1.00,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
124,9,2001,Huancavelica,Highland,-75.0027704,-13.02403918,21871.04,431088,,156.00,36.19,134.00,31.08,119.00,27.60,94.00,21.81,5.00,1.16,3.21,17516.00,17502.00,103.00,126.00,2.78,99.92,0.59,15.00,2275.00,,,,,,,,,329.00,0.00,,,,,,,,,,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,,,
125,9,2002,Huancavelica,Highland,-75.0027704,-13.02403918,21871.04,437872,,164.00,37.45,142.00,32.43,108.00,24.66,85.00,19.41,4.00,0.91,2.44,16565.00,16552.00,100.00,127.00,2.12,99.92,0.60,34.00,,,,,,,,,,389.00,0.00,,,,,,,,,,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,,,
126,9,2003,Huancavelica,Highland,-75.0027704,-13.02403918,21871.04,442084,522348.00,154.00,34.84,132.00,29.86,110.00,24.88,87.00,19.68,12.00,2.71,7.79,17520.00,17450.00,87.00,104.00,3.35,99.60,0.50,22.00,1588.00,,,,,,,,,209.00,0.00,,,,,,,,,,0.00,0.00,0.00,1.00,1.00,0.00,2.00,,,,
127,9,2004,Huancavelica,Highland,-75.0027704,-13.02403918,21871.04,459988,522348.00,154.00,33.48,131.00,28.48,107.00,23.26,68.00,14.78,17.00,3.70,11.04,18875.00,18815.00,89.00,98.00,3.61,99.68,0.47,24.00,1588.00,463.00,29.16,2.00,0.43,2.00,,,250.00,249.00,0.00,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
128,9,2005,Huancavelica,Highland,-75.0027704,-13.02403918,21871.04,459988,642857.00,101.00,21.96,90.00,19.57,76.00,16.52,68.00,14.78,5.00,1.09,4.95,21342.00,21341.00,76.00,77.00,3.32,100.00,0.36,14.00,1804.00,320.00,17.74,0.00,0.00,0.00,,,167.00,166.00,0.00,,,,,,,,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,,,
129,9,2006,Huancavelica,Highland,-75.0027704,-13.02403918,21871.04,476027,632393.00,116.00,24.37,88.00,18.49,70.00,14.71,58.00,12.18,9.00,1.89,7.76,21509.00,21508.00,61.00,49.00,3.40,100.00,0.28,18.00,334.00,306.00,91.62,1.00,0.33,6.00,,,173.00,164.00,1.00,,,,,,,,,0.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,,,,
130,9,2007,Huancavelica,Highland,-75.0027704,-13.02403918,21871.04,472072,593288.00,115.00,24.36,101.00,21.40,82.00,17.37,69.00,14.62,8.00,1.70,6.96,21360.00,20292.00,78.00,,3.60,95.00,0.38,19.00,408.00,396.00,97.06,2.00,0.51,2.00,0.00,0.00,,137.00,1.00,3.00,0.64,2.00,0.42,1.00,0.21,1.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,
131,9,2008,Huancavelica,Highland,-75.0027704,-13.02403918,21871.04,476357,615217.00,113.00,23.72,109.00,22.88,78.00,16.37,69.00,14.49,13.00,2.73,11.50,19605.00,19610.00,63.00,,3.19,100.03,0.32,31.00,346.00,307.00,88.73,0.00,0.00,0.00,0.00,0.00,18.00,178.00,0.00,3.00,0.63,3.00,0.63,1.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,,1.00,,
132,9,2009,Huancavelica,Highland,-75.0027704,-13.02403918,21871.04,480325,712806.00,91.00,18.95,87.00,18.11,69.00,14.37,61.00,12.70,3.00,0.63,3.30,22708.00,22446.00,59.00,,3.19,98.85,0.26,18.00,239.00,236.00,98.75,0.00,0.00,0.00,0.00,0.00,,161.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,
133,9,2010,Huancavelica,Highland,-75.0027704,-13.02403918,21871.04,475693,903297.00,106.00,22.28,98.00,20.60,71.00,14.93,64.00,13.45,2.00,0.42,1.89,30303.00,30303.00,66.00,,3.36,100.00,0.22,27.00,216.00,215.00,99.54,3.00,1.40,0.00,0.00,0.00,,146.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,2.00,1.00,,48.00
134,9,2011,Huancavelica,Highland,-75.0027704,-13.02403918,21871.04,"479,641",940851.00,109.00,22.73,104.00,21.68,81.00,16.89,71.00,14.80,5.00,1.04,4.59,32424.00,32247.00,71.00,,3.45,99.45,0.22,23.00,321.00,320.00,99.69,0.00,0.00,0.00,0.00,0.00,0.00,173.00,0.00,1.00,0.21,1.00,0.21,1.00,0.21,0.00,0.00,1.00,0.00,0.21,0.00,1.00,0.00,0.00,1.00,,2.00,,51.00
135,9,2012,Huancavelica,Highland,-75.0027704,-13.02403918,21871.04,483580,863939.00,97.00,20.06,91.00,18.82,67.00,13.85,59.00,12.20,4.00,0.83,4.12,33786.00,33793.00,62.00,,3.91,100.02,0.18,24.00,215.00,210.00,97.67,0.00,0.00,0.00,0.00,0.00,138.00,117.00,0.00,2.00,0.41,2.00,0.41,1.00,0.21,0.00,0.00,1.00,0.00,0.21,0.00,1.00,0.00,1.00,2.00,,0.00,,57.00
136,9,2013,Huancavelica,Highland,-75.0027704,-13.02403918,21871.04,487472,,98.00,20.10,89.00,18.30,,,58.00,11.90,,,,,,,,3.20,,,,,,,,,,,,,,,,,,,,,,,4.00,0.00,0.82,0.00,,,,,,,,
137,10,1997,Huanuco,Highland,-76.0397277,-9.42180612,36990.26,732373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
138,10,1998,Huanuco,Highland,-76.0397277,-9.42180612,36990.26,732373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,4.00,0.00,4.00,,,,
139,10,1999,Huanuco,Highland,-76.0397277,-9.42180612,36990.26,761906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,7.00,0.00,7.00,,,,
140,10,2000,Huanuco,Highland,-76.0397277,-9.42180612,36990.26,776727,,595.00,76.60,553.00,71.20,489.00,62.96,385.00,49.57,19.00,2.45,3.19,26251.00,26044.00,446.00,541.00,,99.21,1.71,64.00,,2319.00,,,,,,,,707.00,21.00,,,,,,,,,,0.00,0.00,0.00,0.00,4.00,0.00,4.00,,,,
141,10,2001,Huanuco,Highland,-76.0397277,-9.42180612,36990.26,776727,,597.00,76.86,553.00,71.20,476.00,61.28,368.00,47.38,22.00,2.83,3.69,26798.00,26453.00,384.00,476.00,1.98,98.71,1.45,77.00,2275.00,,,,,,,,,638.00,2.00,,,,,,,,,,0.00,0.00,0.00,1.00,2.00,0.00,3.00,,,,
142,10,2002,Huanuco,Highland,-76.0397277,-9.42180612,36990.26,806328,,620.00,76.89,566.00,70.19,515.00,63.87,394.00,48.86,19.00,2.36,3.07,29371.00,29252.00,457.00,563.00,1.63,99.60,1.56,51.00,,,,,,,,,,620.00,5.00,,,,,,,,,,0.00,0.00,0.00,0.00,5.00,0.00,5.00,,,,
143,10,2003,Huanuco,Highland,-76.0397277,-9.42180612,36990.26,821219,1121246.00,544.00,66.24,506.00,61.62,465.00,56.62,350.00,42.62,29.00,3.53,5.33,31554.00,31106.00,387.00,535.00,2.81,98.58,1.24,41.00,1588.00,,,,,,,,,579.00,3.00,,,,,,,,,,0.00,0.00,0.00,0.00,9.00,0.00,9.00,,,,
144,10,2004,Huanuco,Highland,-76.0397277,-9.42180612,36990.26,833640,1121246.00,552.00,66.22,497.00,59.62,442.00,53.02,395.00,47.38,24.00,2.88,4.35,30593.00,30145.00,412.00,504.00,2.73,98.54,1.37,55.00,1588.00,1494.00,94.08,28.00,1.87,10.00,,,509.00,432.00,2.00,,,,,,,,,,0.00,0.00,0.00,0.00,8.00,0.00,8.00,,,,
145,10,2005,Huanuco,Highland,-76.0397277,-9.42180612,36990.26,833640,1483074.00,568.00,68.13,522.00,62.62,480.00,57.58,397.00,47.62,23.00,2.76,4.05,43789.00,42595.00,472.00,541.00,2.95,97.27,1.11,42.00,1804.00,1688.00,93.57,12.00,0.71,2.00,,,551.00,463.00,2.00,,,,,,,,,0.00,0.00,0.00,0.00,1.00,3.00,0.00,4.00,,,,
146,10,2006,Huanuco,Highland,-76.0397277,-9.42180612,36990.26,855832,1433968.00,530.00,61.93,493.00,57.60,450.00,52.58,348.00,40.66,15.00,1.75,2.83,38290.00,38258.00,398.00,486.00,2.67,99.92,1.04,43.00,1791.00,1691.00,94.42,13.00,0.77,8.00,,,524.00,497.00,4.00,,,,,,,,,0.00,0.00,0.00,0.00,4.00,2.00,0.00,6.00,,,,
147,10,2007,Huanuco,Highland,-76.0397277,-9.42180612,36990.26,770720,1083368.00,498.00,64.61,444.00,57.61,405.00,52.55,321.00,41.65,20.00,2.60,4.02,39001.00,35996.00,409.00,,3.60,92.30,1.14,39.00,5215.00,1283.00,24.60,61.00,4.75,4.00,0.00,0.00,,249.00,15.00,1.00,0.13,1.00,0.13,0.00,0.00,0.00,0.00,1.00,0.00,0.13,0.00,1.00,0.00,0.00,1.00,,1.00,,
148,10,2008,Huanuco,Highland,-76.0397277,-9.42180612,36990.26,775696,1137571.00,456.00,58.79,420.00,54.14,378.00,48.73,307.00,39.58,20.00,2.58,4.39,32011.00,31817.00,406.00,,2.81,99.39,1.28,42.00,1277.00,1087.00,85.12,4.00,0.37,3.00,0.00,5.00,113.00,414.00,12.00,4.00,0.52,3.00,0.39,0.00,0.00,1.00,0.13,1.00,0.00,0.13,0.00,0.00,4.00,0.00,4.00,,0.00,,
149,10,2009,Huanuco,Highland,-76.0397277,-9.42180612,36990.26,780411,1165925.00,416.00,53.31,377.00,48.31,338.00,43.31,289.00,37.03,18.00,2.31,4.33,32568.00,32558.00,324.00,,2.79,99.97,1.00,39.00,1273.00,1183.00,92.93,13.00,1.10,5.00,0.00,0.00,,349.00,7.00,2.00,0.26,2.00,0.26,1.00,0.13,0.00,0.00,1.00,0.00,0.13,0.00,3.00,3.00,0.00,7.00,,0.00,,
150,10,2010,Huanuco,Highland,-76.0397277,-9.42180612,36990.26,826932,1275878.00,441.00,53.33,416.00,50.31,371.00,44.86,318.00,38.46,18.00,2.18,4.08,30250.00,30148.00,353.00,,2.37,99.66,1.17,45.00,1658.00,1576.00,95.05,4.00,0.25,4.00,6.00,0.00,,457.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,1.00,5.00,2.00,1.00,,58.00
151,10,2011,Huanuco,Highland,-76.0397277,-9.42180612,36990.26,"834,054",1409247.00,445.00,53.35,428.00,51.32,368.00,44.12,298.00,35.73,24.00,2.88,5.39,36469.00,36474.00,358.00,,2.59,100.01,0.98,60.00,1250.00,1221.00,97.68,16.00,1.31,1.00,0.00,0.00,0.00,428.00,4.00,8.00,0.96,7.00,0.84,6.00,0.72,1.00,0.12,1.00,0.00,0.12,0.00,6.00,0.00,0.00,6.00,,0.00,,60.00
152,10,2012,Huanuco,Highland,-76.0397277,-9.42180612,36990.26,840984,1455650.00,427.00,50.77,422.00,49.58,359.00,42.09,314.00,36.74,36.00,3.69,7.36,41062.00,41062.00,332.00,414.00,2.82,99.99,0.76,63.00,1297.00,1203.00,92.10,4.00,0.17,0.00,0.00,0.00,366.00,362.00,23.00,8.00,0.95,8.00,0.95,7.00,0.83,1.00,0.00,4.00,0.00,0.48,0.00,6.00,1.00,6.00,13.00,3.00,0.00,13.00,60.00
153,10,2013,Huanuco,Highland,-76.0397277,-9.42180612,36990.26,847714,,404.00,47.70,396.00,46.70,,,274.00,32.30,,,,,,,,2.10,,,,,,,,,,,,,,,,,,,,,,,10.00,0.00,1.18,0.00,,,,,,,,
154,11,1997,Ica,Coast,-75.57354068,-14.23463432,21081.72,618253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
155,11,1998,Ica,Coast,-75.57354068,-14.23463432,21081.72,618253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,3.00,0.00,3.00,,,,
156,11,1999,Ica,Coast,-75.57354068,-14.23463432,21081.72,638922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,11.00,0.00,11.00,,,,
157,11,2000,Ica,Coast,-75.57354068,-14.23463432,21081.72,649332,,1024.00,157.70,846.00,130.29,740.00,113.96,636.00,97.95,30.00,4.62,2.93,32259.00,32148.00,910.00,1035.00,,99.66,2.83,106.00,,4817.00,,,,,,,,1094.00,53.00,,,,,,,,,,0.00,0.00,0.00,0.00,21.00,0.00,21.00,,,,
158,11,2001,Ica,Coast,-75.57354068,-14.23463432,21081.72,649332,,1022.00,157.39,895.00,137.83,764.00,117.66,632.00,97.33,36.00,5.54,3.52,32745.00,32691.00,843.00,1007.00,4.47,99.84,2.58,131.00,734.00,,,,,,,,,1211.00,64.00,,,,,,,,,,0.00,0.00,0.00,10.00,33.00,0.00,43.00,,,,
159,11,2002,Ica,Coast,-75.57354068,-14.23463432,21081.72,670176,,1077.00,160.70,896.00,133.70,763.00,113.85,604.00,90.13,36.00,5.37,3.34,28802.00,28749.00,826.00,955.00,3.76,99.82,2.87,133.00,,,,,,,,,,993.00,50.00,,,,,,,,,,1.00,0.00,0.15,23.00,23.00,0.00,46.00,,,,
160,11,2003,Ica,Coast,-75.57354068,-14.23463432,21081.72,680565,605715.00,936.00,137.53,803.00,117.99,664.00,97.57,498.00,73.17,28.00,4.11,2.99,30689.00,30571.00,699.00,835.00,5.07,99.62,2.29,139.00,441.00,,,,,,,,,812.00,31.00,,,,,,,,,,0.00,0.00,0.00,15.00,31.00,0.00,46.00,,,,
161,11,2004,Ica,Coast,-75.57354068,-14.23463432,21081.72,709556,605715.00,962.00,135.58,789.00,111.20,645.00,90.90,480.00,67.65,29.00,4.09,3.02,25942.00,25917.00,643.00,781.00,4.28,99.90,2.48,144.00,3701.00,3433.00,92.76,37.00,1.08,14.00,,,883.00,691.00,47.00,,,,,,,,,,0.00,0.00,0.00,26.00,31.00,0.00,57.00,,,,
162,11,2005,Ica,Coast,-75.57354068,-14.23463432,21081.72,709556,630436.00,987.00,139.10,828.00,116.69,695.00,97.95,522.00,73.57,41.00,5.78,4.15,28579.00,28560.00,672.00,839.00,4.53,99.93,2.35,133.00,3933.00,3765.00,95.73,47.00,1.25,17.00,,,966.00,735.00,45.00,,,,,,,,,32.00,1.00,4.51,0.14,25.00,27.00,12.00,65.00,,,,
163,11,2006,Ica,Coast,-75.57354068,-14.23463432,21081.72,731843,662680.00,926.00,126.53,802.00,109.59,653.00,89.23,459.00,62.72,22.00,3.01,2.38,32587.00,32568.00,557.00,749.00,4.92,99.94,1.71,149.00,3972.00,3899.00,98.16,57.00,1.46,2.00,,,807.00,612.00,44.00,,,,,,,,,25.00,1.00,3.42,0.14,12.00,28.00,23.00,63.00,,,,
164,11,2007,Ica,Coast,-75.57354068,-14.23463432,21081.72,707828,642457.00,852.00,120.37,711.00,100.45,583.00,82.36,409.00,57.78,26.00,3.67,3.05,29370.00,29363.00,530.00,,4.57,99.98,1.81,128.00,3204.00,2911.00,90.86,30.00,1.03,8.00,32.00,4.00,,486.00,52.00,15.00,2.12,13.00,1.84,11.00,1.55,2.00,0.28,18.00,0.00,2.54,0.00,20.00,12.00,7.00,39.00,,5.00,,
165,11,2008,Ica,Coast,-75.57354068,-14.23463432,21081.72,715146,655601.00,863.00,120.67,721.00,100.82,603.00,84.32,443.00,61.95,26.00,3.64,3.01,28832.00,28752.00,547.00,,4.40,99.72,1.90,118.00,3105.00,2798.00,90.11,29.00,1.04,8.00,54.00,4.00,135.00,657.00,35.00,26.00,3.64,19.00,2.66,13.00,1.82,7.00,0.98,32.00,2.00,4.47,0.28,33.00,11.00,10.00,58.00,,7.00,,
166,11,2009,Ica,Coast,-75.57354068,-14.23463432,21081.72,722890,653301.00,894.00,123.67,738.00,102.09,624.00,86.32,452.00,62.53,30.00,4.15,3.36,27838.00,27732.00,565.00,,4.26,99.62,2.04,114.00,2986.00,2599.00,87.04,35.00,1.35,9.00,52.00,1.00,,619.00,39.00,17.00,2.35,15.00,2.08,13.00,1.80,2.00,0.28,35.00,2.00,4.84,0.28,38.00,15.00,19.00,74.00,,3.00,,
167,11,2010,Ica,Coast,-75.57354068,-14.23463432,21081.72,747338,739891.00,881.00,117.89,763.00,102.10,659.00,88.18,453.00,60.62,28.00,3.75,3.18,31726.00,31609.00,515.00,,4.29,99.63,1.63,104.00,2625.00,2281.00,86.90,37.00,1.62,4.00,43.00,5.00,,492.00,37.00,25.00,3.35,20.00,2.68,13.00,1.74,5.00,0.67,29.00,3.00,3.88,0.40,29.00,10.00,9.00,50.00,2.00,0.00,3.00,40.00
168,11,2011,Ica,Coast,-75.57354068,-14.23463432,21081.72,"755,508",1765069.00,1032.00,136.60,891.00,91.10,739.00,97.81,548.00,72.53,35.00,4.63,3.39,48008.00,47053.00,623.00,,2.72,98.01,1.32,152.00,4027.00,3175.00,78.84,39.00,1.23,13.00,2.00,58.00,0.00,736.00,84.00,41.00,5.43,32.00,4.24,24.00,3.18,9.00,1.19,43.00,2.00,5.69,0.26,49.00,7.00,24.00,86.00,,5.00,,45.00
169,11,2012,Ica,Coast,-75.57354068,-14.23463432,21081.72,763558,913181.00,788.00,103.20,671.00,87.88,562.00,73.60,433.00,56.71,32.00,4.19,4.06,43774.00,43552.00,549.00,,4.79,99.49,1.26,109.00,2800.00,2444.00,87.29,26.00,1.06,2.00,11.00,0.00,1175.00,703.00,57.00,37.00,4.85,28.00,3.67,21.00,2.75,9.00,1.18,38.00,0.00,4.98,0.00,35.00,6.00,37.00,88.00,4.00,4.00,,46.00
170,11,2013,Ica,Coast,-75.57354068,-14.23463432,21081.72,771507,,894.00,115.90,751.00,97.30,,,412.00,53.40,,,,,,,,3.20,,,,,,,,,,,,,,,,,,,,,,,32.00,2.00,4.15,0.26,,,,,,,,
171,12,1997,Junin,Highland,-74.88389403,-11.5370746,44326.18,1147328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,,,
172,12,1998,Junin,Highland,-74.88389403,-11.5370746,44326.18,1147328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,6.00,0.00,6.00,,,,
173,12,1999,Junin,Highland,-74.88389403,-11.5370746,44326.18,1176028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,7.00,0.00,7.00,,,,
174,12,2000,Junin,Highland,-74.88389403,-11.5370746,44326.18,1190488,,1003.00,84.25,882.00,74.09,764.00,64.18,629.00,52.84,28.00,2.35,2.79,49966.00,49926.00,761.00,787.00,,99.92,1.52,118.00,,4746.00,,,,,,,,894.00,30.00,,,,,,,,,,0.00,0.00,0.00,0.00,8.00,0.00,8.00,,,,
175,12,2001,Junin,Highland,-74.88389403,-11.5370746,44326.18,1190488,,1092.00,91.73,995.00,83.58,868.00,72.91,645.00,54.18,51.00,4.28,4.67,53578.00,53533.00,771.00,874.00,4.96,99.92,1.44,127.00,4708.00,,,,,,,,,1004.00,33.00,,,,,,,,,,0.00,0.00,0.00,1.00,7.00,0.00,8.00,,,,
176,12,2002,Junin,Highland,-74.88389403,-11.5370746,44326.18,1218978,,963.00,79.00,865.00,70.96,745.00,61.12,564.00,46.27,20.00,1.64,2.08,42569.00,42832.00,705.00,794.00,3.33,100.62,1.65,120.00,,,,,,,,,,789.00,30.00,,,,,,,,,,0.00,0.00,0.00,2.00,18.00,0.00,20.00,,,,
177,12,2003,Junin,Highland,-74.88389403,-11.5370746,44326.18,1233149,893475.00,949.00,76.96,867.00,70.31,736.00,59.68,559.00,45.33,23.00,1.87,2.42,38871.00,38666.00,656.00,722.00,4.35,99.47,1.70,131.00,3895.00,,,,,,,,,715.00,46.00,,,,,,,,,,0.00,0.00,0.00,1.00,5.00,0.00,6.00,,,,
178,12,2004,Junin,Highland,-74.88389403,-11.5370746,44326.18,1274781,893475.00,938.00,73.58,849.00,66.60,714.00,56.01,653.00,51.22,34.00,2.67,3.63,38824.00,38810.00,633.00,699.00,4.35,99.96,1.63,135.00,3895.00,3275.00,84.08,103.00,3.15,9.00,,,922.00,697.00,2.00,,,,,,,,,,0.00,0.00,0.00,8.00,17.00,0.00,25.00,,,,
179,12,2005,Junin,Highland,-74.88389403,-11.5370746,44326.18,1274781,1052460.00,849.00,66.60,761.00,59.70,648.00,50.83,468.00,36.71,39.00,3.06,4.59,41477.00,41476.00,559.00,633.00,3.94,100.00,1.35,113.00,3306.00,3090.00,93.47,83.00,2.69,6.00,,,818.00,614.00,0.00,,,,,,,,,8.00,0.00,0.63,0.00,7.00,20.00,3.00,30.00,,,,
180,12,2006,Junin,Highland,-74.88389403,-11.5370746,44326.18,1302805,1604552.00,862.00,66.16,773.00,59.33,643.00,49.36,464.00,35.62,33.00,2.53,3.83,39398.00,39397.00,587.00,662.00,2.46,100.00,1.49,130.00,3689.00,3450.00,93.52,95.00,2.75,9.00,,,921.00,736.00,31.00,,,,,,,,,10.00,0.00,0.77,0.00,6.00,6.00,4.00,16.00,,,,
181,12,2007,Junin,Highland,-74.88389403,-11.5370746,44326.18,1185573,889696.00,810.00,68.32,714.00,60.22,599.00,50.52,462.00,38.97,28.00,2.36,3.46,38754.00,38746.00,607.00,,4.36,99.98,1.57,115.00,3006.00,2615.00,86.99,69.00,2.64,11.00,23.00,0.00,,463.00,36.00,9.00,0.76,7.00,0.59,5.00,0.42,2.00,0.17,9.00,0.00,0.76,0.00,5.00,17.00,4.00,26.00,,5.00,,
182,12,2008,Junin,Highland,-74.88389403,-11.5370746,44326.18,1188427,975885.00,867.00,72.95,797.00,67.06,682.00,57.39,485.00,40.81,28.00,2.36,3.23,38900.00,38826.00,509.00,,3.99,99.81,1.31,115.00,2812.00,2227.00,79.20,72.00,3.23,4.00,1.00,1.00,171.00,730.00,37.00,8.00,0.67,7.00,0.59,6.00,0.50,1.00,0.08,10.00,0.00,0.84,0.00,8.00,9.00,3.00,20.00,,2.00,,
183,12,2009,Junin,Highland,-74.88389403,-11.5370746,44326.18,1191620,1067118.00,776.00,65.12,673.00,56.48,534.00,44.81,401.00,33.65,31.00,2.60,4.00,39034.00,39023.00,524.00,,3.66,99.97,1.34,139.00,2382.00,1893.00,79.47,61.00,3.22,9.00,0.00,0.00,,560.00,15.00,14.00,1.17,13.00,1.09,10.00,0.84,1.00,0.08,13.00,2.00,1.09,0.17,14.00,5.00,3.00,23.00,,3.00,,
184,12,2010,Junin,Highland,-74.88389403,-11.5370746,44326.18,1301844,1147462.00,756.00,58.07,681.00,52.31,567.00,43.55,448.00,34.41,36.00,2.77,4.76,45240.00,45167.00,526.00,,3.94,99.84,1.17,114.00,2439.00,2133.00,87.45,29.00,1.36,4.00,2.00,3.00,,597.00,20.00,18.00,1.38,17.00,1.31,14.00,1.08,1.00,0.08,12.00,1.00,0.92,0.08,11.00,6.00,2.00,21.00,6.00,3.00,2.00,52.00
185,12,2011,Junin,Highland,-74.88389403,-11.5370746,44326.18,"1,311,584",1429120.00,850.00,64.81,696.00,53.07,614.00,46.81,480.00,36.60,23.00,1.75,2.71,54204.00,54232.00,568.00,,3.79,100.05,1.05,158.00,2856.00,2637.00,92.33,59.00,2.24,12.00,1.00,19.00,0.00,727.00,33.00,27.00,2.06,25.00,1.91,16.00,1.22,2.00,0.15,19.00,0.00,1.45,0.00,28.00,17.00,8.00,55.00,,2.00,,74.00
186,12,2012,Junin,Highland,-74.88389403,-11.5370746,44326.18,1321407,1300646.00,770.00,58.27,716.00,54.18,629.00,47.60,428.00,32.39,22.00,1.67,2.86,56333.00,56314.00,535.00,,4.33,99.97,0.95,87.00,2327.00,2118.00,91.02,107.00,5.05,16.00,9.00,7.00,1001.00,695.00,52.00,20.00,1.51,20.00,1.51,13.00,0.98,0.00,0.00,21.00,0.00,1.59,0.00,32.00,8.00,23.00,65.00,,5.00,,71.00
187,12,2013,Junin,Highland,-74.88389403,-11.5370746,44326.18,1331253,,863.00,64.80,792.00,59.50,,,457.00,34.30,,,,,,,,2.60,,,,,,,,,,,,,,,,,,,,,,,18.00,0.00,1.35,0.00,,,,,,,,
188,13,1997,La libertad,Coast,-78.36828667,-7.920941768,25309.2,937105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
189,13,1998,La libertad,Coast,-78.36828667,-7.920941768,25309.2,937105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,1.00,6.00,0.00,7.00,,,,
190,13,1999,La libertad,Coast,-78.36828667,-7.920941768,25309.2,1440828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,10.00,0.00,10.00,,,,
191,13,2000,La libertad,Coast,-78.36828667,-7.920941768,25309.2,1465970,,1871.00,127.63,1602.00,109.28,1303.00,88.88,1136.00,77.49,32.00,2.18,1.71,45772.00,45073.00,1594.00,1218.00,,98.47,3.54,299.00,,8266.00,,,,,,,,1625.00,24.00,,,,,,,,,,0.00,0.00,0.00,0.00,21.00,0.00,21.00,,,,
