id,cod_dep,year,depa,geo_area,coord_x,coord_y,area_k,pob,atenciones,morbilidad,t_morbi,tot_tb_new,t_incidencia,tbp_to_new,t_tbp_new,to_tbp_bkp,t_incid_tbp_bkp,fall_tb,t_mortalidad,t_letalidad,sr_i,sr_e,sr_e_bkp,sr_dx_tb_bkpn,sri_atenciones,ser_sri,positividad_sre,tb_extrapul,contact_cen,contac_exam,p_cont_exam,contac_tb,p_contac_tb,contac_tb_bk,contac_tb_mdr_exam,contac_tb_mdr_exam_con_tb,cont_19_cen_px_bk,cont_19_con_quimio,qumio_pac_vih,tb_vih,tasa_tb_vih,tb_vih_nuevos,tasa_tb_vih_nuevos,tb_vih_pulm,tasa_tb_vih_pulm,tb_vih_antes_tratado,tasa_tb_vih_antes_tratado,tb_mdr,tb_xdr,t_mdr,t_xdr,Individ_tx,Estand_tx,Emp_tx,total_retra,gestante,trabajador_salud,diabetes,lab_bk
192,13,2001,La libertad,Coast,-78.36828667,-7.920941768,25309.2,1465970,,1648.00,112.42,1394.00,95.09,1158.00,78.99,1017.00,69.37,25.00,1.71,1.52,39531.00,39151.00,1394.00,1439.00,2.28,99.04,3.56,236.00,7283.00,,,,,,,,,1789.00,19.00,,,,,,,,,,0.00,0.00,0.00,8.00,26.00,0.00,34.00,,,,
193,13,2002,La libertad,Coast,-78.36828667,-7.920941768,25309.2,1516275,,1755.00,115.74,1535.00,101.23,1272.00,83.89,1056.00,69.64,34.00,2.24,1.94,46787.00,36575.00,1351.00,1521.00,2.99,78.17,3.69,263.00,,,,,,,,,,1424.00,33.00,,,,,,,,,,0.00,0.00,0.00,1.00,44.00,0.00,45.00,,,,
194,13,2003,La libertad,Coast,-78.36828667,-7.920941768,25309.2,1541427,1432767.00,1605.00,104.12,1419.00,92.06,1162.00,75.38,962.00,62.41,36.00,2.34,2.24,41560.00,41424.00,1258.00,1662.00,2.90,99.67,3.04,257.00,5844.00,,,,,,,,,1502.00,32.00,,,,,,,,,,0.00,0.00,0.00,15.00,30.00,0.00,45.00,,,,
195,13,2004,La libertad,Coast,-78.36828667,-7.920941768,25309.2,1550796,1432767.00,1624.00,104.72,1377.00,88.79,1111.00,71.64,820.00,52.88,16.00,1.03,0.99,40662.00,40618.00,1077.00,1192.00,2.84,99.89,2.65,266.00,5844.00,5358.00,91.68,138.00,2.58,32.00,,,1395.00,1163.00,24.00,,,,,,,,,,0.00,0.00,0.00,18.00,26.00,0.00,44.00,,,,
196,13,2005,La libertad,Coast,-78.36828667,-7.920941768,25309.2,1550796,1286755.00,1556.00,100.34,1307.00,84.28,1025.00,66.10,800.00,51.59,24.00,1.55,1.54,35692.00,35147.00,811.00,757.00,2.77,98.47,2.31,282.00,5777.00,5062.00,87.62,185.00,3.66,42.00,,,1204.00,1060.00,45.00,,,,,,,,,34.00,0.00,2.19,0.00,24.00,46.00,3.00,73.00,,,,
197,13,2006,La libertad,Coast,-78.36828667,-7.920941768,25309.2,1595377,996869.00,1294.00,81.11,1127.00,70.64,911.00,57.10,743.00,46.57,20.00,1.25,1.55,37205.00,36810.00,922.00,913.00,3.73,98.94,2.51,216.00,5339.00,4846.00,90.77,36.00,0.74,25.00,,,1105.00,1105.00,0.00,,,,,,,,,30.00,0.00,1.88,0.00,27.00,28.00,7.00,63.00,,,,
198,13,2007,La libertad,Coast,-78.36828667,-7.920941768,25309.2,1609443,855179.00,935.00,58.09,775.00,48.15,621.00,38.58,511.00,31.75,12.00,0.75,1.28,30781.00,27326.00,705.00,,3.60,88.78,2.58,154.00,3451.00,2783.00,80.64,45.00,1.62,22.00,79.00,15.00,,388.00,10.00,34.00,2.11,31.00,1.93,23.00,1.43,3.00,0.19,43.00,0.00,2.67,0.00,39.00,30.00,11.00,80.00,,3.00,,
199,13,2008,La libertad,Coast,-78.36828667,-7.920941768,25309.2,1619543,1229341.00,1327.00,81.94,1159.00,71.56,957.00,59.09,766.00,47.30,16.00,0.99,1.21,35000.00,34314.00,827.00,,2.85,98.04,2.41,202.00,4986.00,4051.00,81.25,140.00,3.46,7.00,63.00,12.00,0.00,910.00,108.00,18.00,1.11,14.00,0.86,7.00,0.43,4.00,0.25,41.00,0.00,2.53,0.00,40.00,25.00,9.00,75.00,,3.00,,
200,13,2009,La libertad,Coast,-78.36828667,-7.920941768,25309.2,1631479,851980.00,1366.00,83.73,1177.00,72.14,942.00,57.74,724.00,44.38,18.00,1.10,1.32,34238.00,32484.00,872.00,,4.02,94.88,2.68,235.00,4682.00,3872.00,82.70,51.00,1.32,14.00,87.00,7.00,,727.00,89.00,22.00,1.35,20.00,1.23,10.00,0.61,2.00,0.12,26.00,0.00,1.59,0.00,25.00,27.00,13.00,67.00,,4.00,,
201,13,2010,La libertad,Coast,-78.36828667,-7.920941768,25309.2,1746913,1495471.00,1128.00,64.57,995.00,56.96,792.00,45.34,660.00,37.78,30.00,1.72,2.66,37307.00,36984.00,782.00,,2.50,99.13,2.11,203.00,3620.00,2967.00,81.96,9.00,0.30,6.00,72.00,0.00,,385.00,96.00,15.00,0.86,12.00,0.69,8.00,0.46,3.00,0.17,35.00,2.00,2.00,0.11,30.00,15.00,16.00,62.00,2.00,7.00,14.00,
202,13,2011,La libertad,Coast,-78.36828667,-7.920941768,25309.2,"1,769,181",2703863.00,1440.00,81.39,1302.00,73.59,1044.00,59.01,854.00,48.27,50.00,2.83,3.47,66857.00,65864.00,1020.00,,2.47,98.52,1.55,258.00,5408.00,4420.00,81.73,51.00,1.15,13.00,7.00,88.00,0.00,835.00,104.00,26.00,1.47,24.00,1.36,12.00,0.68,2.00,0.11,49.00,2.00,2.77,0.11,59.00,14.00,25.00,105.00,,4.00,,
203,13,2012,La libertad,Coast,-78.36828667,-7.920941768,25309.2,1791659,1887760.00,1196.00,66.75,1082.00,60.39,873.00,48.73,729.00,40.69,30.00,1.67,2.51,57482.00,57200.00,943.00,,3.05,99.51,1.65,209.00,5072.00,3294.00,64.95,55.00,1.67,19.00,24.00,4.00,2111.00,824.00,162.00,24.00,1.34,15.00,0.84,9.00,0.50,9.00,0.50,38.00,0.00,2.12,0.00,60.00,16.00,70.00,159.00,,5.00,,
204,13,2013,La libertad,Coast,-78.36828667,-7.920941768,25309.2,1814276,,1381.00,76.10,1257.00,69.30,,,822.00,45.30,,,,,,,,1.90,,,,,,,,,,,,,,,,,,,,,,,31.00,2.00,1.71,0.11,,,,,,,,
205,14,1997,Lambayeque,Coast,-79.82333707,-6.35183512,14331.42,1029199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
206,14,1998,Lambayeque,Coast,-79.82333707,-6.35183512,14331.42,1029199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,4.00,0.00,4.00,,,,
207,14,1999,Lambayeque,Coast,-79.82333707,-6.35183512,14331.42,1071771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,6.00,0.00,6.00,,,,
208,14,2000,Lambayeque,Coast,-79.82333707,-6.35183512,14331.42,1093051,,874.00,79.96,788.00,72.09,661.00,60.47,571.00,52.24,39.00,3.57,4.46,23377.00,23298.00,682.00,746.00,,99.66,2.93,127.00,,4765.00,,,,,,,,1355.00,28.00,,,,,,,,,,0.00,0.00,0.00,1.00,6.00,0.00,7.00,,,,
209,14,2001,Lambayeque,Coast,-79.82333707,-6.35183512,14331.42,1093051,,738.00,67.52,653.00,59.74,541.00,49.49,458.00,41.90,21.00,1.92,2.85,22676.00,22608.00,551.00,628.00,3.45,99.70,2.44,112.00,3948.00,,,,,,,,,1069.00,101.00,,,,,,,,,,0.00,0.00,0.00,1.00,6.00,0.00,7.00,,,,
210,14,2002,Lambayeque,Coast,-79.82333707,-6.35183512,14331.42,1137641,,837.00,73.57,757.00,66.54,660.00,58.01,554.00,48.70,12.00,1.06,1.43,32000.00,29720.00,696.00,734.00,5.18,92.88,2.34,97.00,,,,,,,,,,1162.00,109.00,,,,,,,,,,0.00,0.00,0.00,0.00,11.00,0.00,11.00,,,,
211,14,2003,Lambayeque,Coast,-79.82333707,-6.35183512,14331.42,1156998,544628.00,728.00,62.92,657.00,56.78,576.00,49.78,462.00,39.93,28.00,2.42,3.85,21128.00,20942.00,574.00,680.00,3.88,99.12,2.74,81.00,3643.00,,,,,,,,,1001.00,52.00,,,,,,,,,,0.00,0.00,0.00,3.00,16.00,0.00,19.00,,,,
212,14,2004,Lambayeque,Coast,-79.82333707,-6.35183512,14331.42,1141228,544628.00,796.00,69.75,702.00,61.51,588.00,51.52,410.00,35.93,18.00,1.58,2.26,19828.00,19752.00,520.00,653.00,3.64,99.62,2.63,114.00,3643.00,3111.00,85.40,38.00,1.22,14.00,,,928.00,850.00,64.00,,,,,,,,,,0.00,0.00,0.00,12.00,15.00,0.00,27.00,,,,
213,14,2005,Lambayeque,Coast,-79.82333707,-6.35183512,14331.42,1141228,508292.00,681.00,59.67,607.00,53.19,510.00,44.69,365.00,31.98,24.00,2.10,3.52,22616.00,22526.00,434.00,546.00,4.45,99.60,1.93,97.00,3311.00,3093.00,93.42,10.00,0.32,2.00,,,760.00,724.00,64.00,,,,,,,,,14.00,0.00,1.23,0.00,8.00,25.00,3.00,36.00,,,,
214,14,2006,Lambayeque,Coast,-79.82333707,-6.35183512,14331.42,1162014,589946.00,703.00,60.50,631.00,54.30,534.00,45.95,374.00,32.19,15.00,1.29,2.13,26855.00,26775.00,421.00,556.00,4.55,99.70,1.57,97.00,3451.00,3140.00,90.99,34.00,1.08,5.00,,,658.00,525.00,17.00,,,,,,,,,11.00,0.00,0.95,0.00,8.00,25.00,3.00,36.00,,,,
215,14,2007,Lambayeque,Coast,-79.82333707,-6.35183512,14331.42,1139537,664566.00,624.00,54.76,579.00,50.81,493.00,43.26,380.00,33.35,11.00,0.97,1.76,23928.00,22731.00,415.00,,3.60,95.00,1.83,86.00,2572.00,2298.00,89.35,18.00,0.78,0.00,10.00,0.00,,308.00,8.00,7.00,0.61,5.00,0.44,4.00,0.35,2.00,0.18,15.00,1.00,1.32,0.09,19.00,5.00,5.00,29.00,,1.00,,
216,14,2008,Lambayeque,Coast,-79.82333707,-6.35183512,14331.42,1149881,887030.00,769.00,66.88,674.00,58.61,575.00,50.01,451.00,39.22,18.00,1.57,2.34,18035.00,17717.00,534.00,,2.03,98.24,3.01,99.00,2901.00,2294.00,79.08,99.00,4.32,7.00,15.00,1.00,0.00,598.00,41.00,13.00,1.13,10.00,0.87,7.00,0.61,3.00,0.26,15.00,1.00,1.30,0.09,20.00,2.00,10.00,32.00,,3.00,,
217,14,2009,Lambayeque,Coast,-79.82333707,-6.35183512,14331.42,1160867,1186452.00,777.00,66.93,685.00,59.01,578.00,49.79,455.00,39.20,20.00,1.72,2.57,18746.00,18926.00,494.00,,1.58,100.96,2.61,107.00,2930.00,2314.00,78.98,10.00,0.43,3.00,3.00,0.00,,509.00,39.00,15.00,1.29,10.00,0.86,7.00,0.60,5.00,0.43,9.00,2.00,0.78,0.17,21.00,6.00,5.00,32.00,,2.00,,
218,14,2010,Lambayeque,Coast,-79.82333707,-6.35183512,14331.42,1207589,773145.00,638.00,52.83,583.00,48.28,503.00,41.65,385.00,31.88,19.00,1.57,2.98,18663.00,18504.00,425.00,,2.41,99.15,2.30,80.00,2507.00,1759.00,70.16,18.00,1.02,3.00,19.00,0.00,,466.00,57.00,18.00,1.49,16.00,1.32,13.00,1.08,2.00,0.17,10.00,2.00,0.83,0.17,12.00,6.00,8.00,26.00,5.00,1.00,3.00,
219,14,2011,Lambayeque,Coast,-79.82333707,-6.35183512,14331.42,"1,218,492",2069357.00,882.00,72.38,697.00,57.20,645.00,52.93,404.00,33.16,17.00,1.40,1.93,34730.00,33222.00,603.00,,1.68,95.66,1.82,151.00,3066.00,2282.00,74.43,25.00,1.10,8.00,0.00,23.00,0.00,461.00,59.00,25.00,2.05,16.00,1.31,10.00,0.82,9.00,0.74,8.00,0.00,0.66,0.00,16.00,4.00,2.00,22.00,,0.00,,
220,14,2012,Lambayeque,Coast,-79.82333707,-6.35183512,14331.42,1229260,677829.00,679.00,55.24,607.00,49.38,509.00,41.41,374.00,30.43,24.00,1.95,3.54,22423.00,22294.00,450.00,,3.31,99.43,2.02,98.00,2320.00,1824.00,78.62,23.00,1.26,5.00,0.00,0.00,1363.00,444.00,104.00,16.00,1.30,16.00,1.30,11.00,0.89,0.00,0.00,13.00,0.00,1.06,0.00,16.00,4.00,4.00,24.00,,1.00,,
221,14,2013,Lambayeque,Coast,-79.82333707,-6.35183512,14331.42,1239882,,913.00,73.60,825.00,66.50,,,486.00,39.20,,,,,,,,0.80,,,,,,,,,,,,,,,,,,,,,,,15.00,0.00,1.21,0.00,21.00,5.00,6.00,32.00,,,,
222,15,1997,Lima,Coast,-76.6268213,-11.78616556,34991.29,7784550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,10.00,102.00,0.00,112.00,,,,
223,15,1998,Lima,Coast,-76.6268213,-11.78616556,34991.29,7784550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,6.00,654.00,0.00,660.00,,,,
224,15,1999,Lima,Coast,-76.6268213,-11.78616556,34991.29,8086189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,0.00,0.01,47.00,514.00,0.00,561.00,,,,
225,15,2000,Lima,Coast,-76.6268213,-11.78616556,34991.29,8239889,,19799.00,240.28,16593.00,201.40,13848.00,168.06,10708.00,129.95,555.00,6.74,2.80,382437.00,379053.00,14559.00,16527.00,,99.12,3.84,2745.00,,88606.00,,,,,,,,16982.00,784.00,,,,,,,,,,5.00,0.00,0.06,96.00,818.00,0.00,914.00,,,,
226,15,2001,Lima,Coast,-76.6268213,-11.78616556,34991.29,8239891,,19348.00,234.81,16372.00,198.70,13916.00,168.89,10514.00,127.60,576.00,6.99,3.00,391266.00,392197.00,13891.00,16177.00,,100.24,3.54,2456.00,84386.00,,,,,,,,,17744.00,687.00,,,,,,,,,,7.00,0.00,0.08,398.00,1066.00,0.00,1464.00,,,,
227,15,2002,Lima,Coast,-76.6268213,-11.78616556,34991.29,8554272,,18724.00,218.88,15724.00,183.80,13227.00,154.62,9468.00,110.68,521.00,6.09,2.80,339899.00,336326.00,12930.00,15588.00,,98.95,3.84,2497.00,,,,,,,,,,14024.00,718.00,,,,,,,,,,4.00,0.00,0.05,376.00,1560.00,0.00,1936.00,,,,
228,15,2003,Lima,Coast,-76.6268213,-11.78616556,34991.29,8706203,9479874.00,16932.00,194.48,14387.00,165.20,12339.00,141.73,8873.00,101.92,530.00,6.09,3.10,327989.00,325866.00,12230.00,14614.00,3.46,99.35,3.75,2048.00,67290.00,,0.00,,,,,,,12610.00,609.00,,,,,,,,,,7.00,0.00,0.08,492.00,1620.00,0.00,2112.00,,,,
229,15,2004,Lima,Coast,-76.6268213,-11.78616556,34991.29,8823694,9479874.00,18678.00,211.68,15346.00,173.90,12813.00,145.21,8372.00,94.88,579.00,6.56,3.10,310745.00,306380.00,12655.00,16512.00,3.28,98.60,4.13,2533.00,67290.00,59662.00,88.66,1218.00,2.04,236.00,,,13485.00,11377.00,586.00,,,,,,,,,,12.00,0.00,0.14,705.00,1900.00,3.00,2608.00,,,,
230,15,2005,Lima,Coast,-76.6268213,-11.78616556,34991.29,8823694,9054759.00,18126.00,205.42,14910.00,169.00,12360.00,140.08,8690.00,98.48,571.00,6.47,3.20,294942.00,291099.00,11757.00,14369.00,3.26,98.70,4.04,2550.00,65905.00,58184.00,88.28,681.00,1.17,176.00,,,11777.00,10005.00,643.00,,,,,,,,,915.00,16.00,10.37,0.18,853.00,1017.00,292.00,2162.00,,,,
231,15,2006,Lima,Coast,-76.6268213,-11.78616556,34991.29,9113332,8143317.00,16499.00,181.04,14058.00,154.30,11622.00,127.53,8172.00,89.67,493.00,5.41,3.00,300753.00,294803.00,10626.00,13215.00,3.69,98.02,3.60,2513.00,48890.00,40526.00,82.89,440.00,1.09,284.00,,,9037.00,7408.00,455.00,,,,,,,,,759.00,23.00,8.33,0.25,598.00,623.00,243.00,1464.00,,,,
232,15,2007,Lima,Coast,-76.6268213,-11.78616556,34991.29,9083732,10131985.00,16277.00,179.19,13626.00,150.00,11076.00,121.93,7662.00,84.35,396.00,4.36,2.40,369569.00,342941.00,10472.00,,3.65,92.79,3.05,2550.00,57384.00,46485.00,81.01,701.00,1.51,263.00,2076.00,315.00,0.00,7634.00,1060.00,579.00,6.37,344.00,3.79,244.00,2.69,235.00,2.59,906.00,47.00,9.97,0.52,710.00,317.00,412.00,1439.00,,99.00,,
233,15,2008,Lima,Coast,-76.6268213,-11.78616556,34991.29,9156764,9768650.00,16500.00,180.19,13949.00,152.30,11462.00,125.18,8064.00,88.07,373.00,4.07,2.30,273975.00,266379.00,10684.00,,2.80,97.23,4.01,2487.00,53486.00,44119.00,82.49,1194.00,2.71,452.00,1444.00,227.00,13495.00,9112.00,1141.00,474.00,5.18,338.00,3.69,257.00,2.81,136.00,1.49,1005.00,65.00,10.98,0.71,843.00,365.00,516.00,1724.00,,77.00,,379.00
234,15,2009,Lima,Coast,-76.6268213,-11.78616556,34991.29,9244743,9800116.00,16100.00,174.15,13732.00,148.50,11135.00,120.45,7721.00,83.52,392.00,4.24,2.40,294229.00,284766.00,10179.00,,3.00,96.78,3.57,2597.00,53501.00,43979.00,82.20,432.00,0.98,160.00,1147.00,298.00,0.00,8955.00,622.00,417.00,4.51,314.00,3.40,223.00,2.41,103.00,1.11,1033.00,52.00,11.17,0.56,867.00,273.00,538.00,1678.00,,86.00,,365.00
235,15,2010,Lima,Coast,-76.6268213,-11.78616556,34991.29,10054952,10175537.00,15558.00,154.73,13483.00,134.10,10995.00,109.35,7950.00,79.07,397.00,3.95,2.60,314834.00,307754.00,10202.00,,3.09,97.75,3.31,2488.00,52594.00,43299.00,82.33,444.00,1.03,212.00,899.00,197.00,0.00,9676.00,437.00,480.00,4.77,378.00,3.76,262.00,2.61,102.00,1.01,943.00,36.00,9.38,0.36,797.00,169.00,498.00,1464.00,118.00,72.00,77.00,382.00
236,15,2011,Lima,Coast,-76.6268213,-11.78616556,34991.29,10207786,15603870.00,19346.00,189.52,16913.00,165.70,13585.00,133.08,9238.00,90.50,406.00,3.98,2.10,425862.00,413392.00,12984.00,,2.73,97.07,3.14,3328.00,61888.00,53519.00,86.48,1432.00,2.68,426.00,354.00,1699.00,12081.00,10278.00,644.00,653.00,6.40,508.00,4.98,378.00,3.70,145.00,1.42,986.00,75.00,9.66,0.73,890.00,121.00,586.00,1597.00,,64.00,,392.00
237,15,2012,Lima,Coast,-76.6268213,-11.78616556,34991.29,10364319,11557355.00,13836.00,133.50,12091.00,116.70,9851.00,95.05,7557.00,72.91,372.00,3.59,2.70,362248.00,357497.00,10193.00,,3.13,98.69,2.85,2240.00,46200.00,38538.00,83.42,300.00,0.78,143.00,581.00,84.00,20493.00,8977.00,523.00,495.00,4.78,383.00,3.70,293.00,2.83,112.00,1.08,982.00,79.00,9.47,0.76,781.00,122.00,888.00,1791.00,,76.00,,405.00
238,15,2013,Lima,Coast,-76.6268213,-11.78616556,34991.29,10523796,,20942.00,199.00,16265.00,154.60,,,9937.00,94.42,,,,,,,,2.80,,,,,,,,,,,,,,,,,,,,,,,1042.00,71.00,9.90,0.67,,,,,,0.00,,
239,16,1997,Loreto,Jungle,-74.42377854,-4.119615617,374702.45,727985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
240,16,1998,Loreto,Jungle,-74.42377854,-4.119615617,374702.45,727985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
241,16,1999,Loreto,Jungle,-74.42377854,-4.119615617,374702.45,857192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,,,
242,16,2000,Loreto,Jungle,-74.42377854,-4.119615617,374702.45,880471,,1253.00,142.31,1156.00,131.29,1028.00,116.76,839.00,95.29,38.00,4.32,3.03,28618.00,28533.00,1001.00,1454.00,,99.70,3.51,128.00,,6316.00,,,,,,,,910.00,14.00,,,,,,,,,,0.00,0.00,0.00,0.00,3.00,0.00,3.00,,,,
243,16,2001,Loreto,Jungle,-74.42377854,-4.119615617,374702.45,880471,,1065.00,120.96,971.00,110.28,866.00,98.36,696.00,79.05,35.00,3.98,3.29,26777.00,26162.00,939.00,1036.00,4.19,97.70,3.59,105.00,5684.00,,,,,,,,,1112.00,23.00,,,,,,,,,,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,,,
244,16,2002,Loreto,Jungle,-74.42377854,-4.119615617,374702.45,921572,,1137.00,123.38,1048.00,113.72,951.00,103.19,809.00,87.79,27.00,2.93,2.38,22256.00,22177.00,1026.00,1478.00,2.42,99.65,4.63,97.00,,,,,,,,,,1226.00,63.00,,,,,,,,,,0.00,0.00,0.00,0.00,7.00,0.00,7.00,,,,
245,16,2003,Loreto,Jungle,-74.42377854,-4.119615617,374702.45,942243,529340.00,1195.00,126.83,1109.00,117.70,976.00,103.58,806.00,85.54,51.00,5.41,4.27,21255.00,21036.00,1065.00,1309.00,4.02,98.97,5.06,133.00,4971.00,,,,,,,,,1335.00,135.00,,,,,,,,,,0.00,0.00,0.00,0.00,6.00,0.00,6.00,,,,
246,16,2004,Loreto,Jungle,-74.42377854,-4.119615617,374702.45,931444,529340.00,1306.00,140.21,1173.00,125.93,1000.00,107.36,890.00,95.55,44.00,4.72,3.37,23333.00,22991.00,1772.00,1955.00,4.41,98.53,7.71,173.00,4971.00,3799.00,76.42,18.00,0.47,12.00,,,1585.00,1343.00,85.00,,,,,,,,,,0.00,0.00,0.00,1.00,8.00,0.00,9.00,,,,
247,16,2005,Loreto,Jungle,-74.42377854,-4.119615617,374702.45,931444,756123.00,1408.00,151.16,1274.00,136.78,1126.00,120.89,859.00,92.22,43.00,4.62,3.05,27340.00,27049.00,894.00,886.00,3.62,98.94,3.31,148.00,5608.00,4692.00,83.67,27.00,0.58,10.00,,,1697.00,1537.00,180.00,,,,,,,,,1.00,0.00,0.11,0.00,1.00,1.00,0.00,2.00,,,,
248,16,2006,Loreto,Jungle,-74.42377854,-4.119615617,374702.45,956593,916126.00,1235.00,129.10,1131.00,118.23,1019.00,106.52,770.00,80.49,60.00,6.27,4.86,26917.00,26547.00,856.00,1131.00,2.94,98.63,3.22,112.00,5576.00,4929.00,88.40,358.00,7.26,10.00,,,1920.00,1845.00,42.00,,,,,,,,,1.00,0.00,0.10,0.00,1.00,1.00,0.00,2.00,,,,
249,16,2007,Loreto,Jungle,-74.42377854,-4.119615617,374702.45,947452,521732.00,1009.00,106.50,874.00,92.25,799.00,84.33,571.00,60.27,38.00,4.01,3.77,18341.00,17950.00,566.00,,3.52,97.87,3.15,75.00,3616.00,2906.00,80.37,10.00,0.34,4.00,1.00,1.00,,649.00,12.00,22.00,2.32,15.00,1.58,7.00,0.74,7.00,0.74,1.00,0.00,0.11,0.00,1.00,1.00,0.00,2.00,,1.00,,
250,16,2008,Loreto,Jungle,-74.42377854,-4.119615617,374702.45,964195,478044.00,833.00,86.39,737.00,76.44,683.00,70.84,519.00,53.83,38.00,3.94,4.56,14398.00,14098.00,538.00,,3.01,97.92,3.82,54.00,2603.00,2011.00,77.26,8.00,0.40,1.00,1.00,0.00,493.00,929.00,15.00,24.00,2.49,18.00,1.87,12.00,1.24,6.00,0.62,1.00,0.00,0.10,0.00,0.00,1.00,0.00,1.00,,2.00,,
251,16,2009,Loreto,Jungle,-74.42377854,-4.119615617,374702.45,980829,1307341.00,1267.00,129.18,1152.00,117.45,1036.00,105.62,742.00,75.65,37.00,3.77,2.92,25077.00,24668.00,827.00,,1.92,98.37,3.35,116.00,3911.00,3131.00,80.06,43.00,1.37,3.00,4.00,1.00,,1463.00,195.00,41.00,4.18,41.00,4.18,35.00,3.57,0.00,0.00,1.00,0.00,0.10,0.00,1.00,0.00,0.00,1.00,,5.00,,
252,16,2010,Loreto,Jungle,-74.42377854,-4.119615617,374702.45,983371,1075406.00,1125.00,114.40,1015.00,103.22,953.00,96.91,708.00,72.00,31.00,3.15,2.76,25311.00,24001.00,805.00,,2.35,94.82,3.35,62.00,3405.00,2740.00,80.47,3.00,0.11,1.00,0.00,0.00,,1169.00,114.00,52.00,5.29,47.00,4.78,43.00,4.37,5.00,0.51,2.00,0.00,0.20,0.00,2.00,0.00,0.00,2.00,,1.00,4.00,89.00
253,16,2011,Loreto,Jungle,-74.42377854,-4.119615617,374702.45,"995,355",1889331.00,1321.00,132.72,1090.00,109.51,1120.00,112.52,807.00,81.08,25.00,2.51,1.89,39640.00,39066.00,1088.00,,2.10,98.55,2.79,104.00,4399.00,3242.00,73.70,16.00,0.49,7.00,0.00,5.00,0.00,1190.00,117.00,56.00,5.63,50.00,5.02,43.00,4.32,6.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,5.00,,95.00
254,16,2012,Loreto,Jungle,-74.42377854,-4.119615617,374702.45,1006953,1247279.00,1228.00,121.95,1111.00,110.33,1007.00,100.00,759.00,75.38,38.00,3.77,3.09,40406.00,40194.00,845.00,849.00,3.24,99.48,2.10,104.00,4173.00,2883.00,69.09,71.00,2.46,10.00,7.00,1.00,2156.00,1358.00,115.00,78.00,7.75,68.00,6.75,63.00,6.26,10.00,0.99,9.00,0.00,0.89,0.00,5.00,14.00,0.00,19.00,10.00,4.00,,108.00
255,16,2013,Loreto,Jungle,-74.42377854,-4.119615617,374702.45,1018160,,1424.00,139.90,1272.00,124.90,,,858.00,84.30,,,,,,,,3.70,,,,,,,,,,,,,,,,,,,,,,,3.00,0.00,0.29,0.00,,,,,,,,
256,17,1997,Madre de Dios,Jungle,-70.52937722,-11.97692299,85030.71,71401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
257,17,1998,Madre de Dios,Jungle,-70.52937722,-11.97692299,85030.71,71401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,,,
258,17,1999,Madre de Dios,Jungle,-70.52937722,-11.97692299,85030.71,81796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,2.00,0.00,2.00,,,,
259,17,2000,Madre de Dios,Jungle,-70.52937722,-11.97692299,85030.71,84383,,181.00,214.50,160.00,189.61,142.00,168.28,134.00,158.80,3.00,3.56,1.66,8599.00,8599.00,152.00,175.00,,100.00,1.77,18.00,,468.00,,,,,,,,210.00,2.00,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
260,17,2001,Madre de Dios,Jungle,-70.52937722,-11.97692299,85030.71,84383,,180.00,213.31,152.00,180.13,143.00,169.47,133.00,157.62,1.00,1.19,0.56,12112.00,11729.00,145.00,156.00,4.34,96.84,1.24,9.00,379.00,,,,,,,,,123.00,2.00,,,,,,,,,,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,,,
261,17,2002,Madre de Dios,Jungle,-70.52937722,-11.97692299,85030.71,89567,,188.00,209.90,161.00,179.75,153.00,170.82,142.00,158.54,3.00,3.35,1.60,7730.00,7724.00,157.00,165.00,2.65,99.92,2.03,8.00,,,,,,,,,,262.00,2.00,,,,,,,,,,0.00,0.00,0.00,0.00,5.00,0.00,5.00,,,,
